voice,speaker,text_ja
MIN_b112_006,bgm,「さようなら」
MIN_b112_007,bgm,「頼み？」
MIN_b112_008,bg,「……ふぅ、色々準備してたら遅くなっちゃった」
MIN_b112_009,bgm,「ナツくん、もう夕飯食べちゃったかなぁ」
MIN_b112_010,bgm,「はえっ！！？な、なんか争ってる！」
MIN_b112_011,bg,「ケンカしちゃダメーーーー」
MIN_b112_012,bg,「…………？」
MIN_b112_013,bg,「こ……これはいったい！！？」
MIN_b112_014,bgm,「こんばんは……これはいったい」
MIN_b112_015,bgm,「どうしちゃったの……ハッ、まさか、アトリちゃんのプログラムが暴走してビーストモードに」
MIN_b112_016,bgm,「いやこれ……ヘタってレベルじゃ」
MIN_b112_017,bgm,「……ナツくんの本気の怒りを見た。こわい」
MIN_b112_018,bgm,「だ、大丈夫アトリちゃんっ」
MIN_b112_019,bg,「どうしてサムライで例えたの？」
MIN_b112_020,bg,「？」
MIN_b112_021,bg,「はえっ！？　そうなの？」
MIN_b112_022,bg,「アトリちゃん……グスン」
MIN_b112_023,bg,「嘘だったの～！！？」
MIN_b112_024,bg,「あっ……それなら心配ご無用だよ」
MIN_b112_025,bg,「お母さんに手伝ってもらって、お弁当をね……作ってみたの」
MIN_b112_026,bg,「え……」
MIN_b112_027,bg,「う、うん、いいよ。今日、お勉強見てもらったし。お母さんも、ナツくん一人暮らしで生活大変だろうって」
MIN_b112_028,bg,「よ、よかった……えへへ。……手、握ってもらっちゃった」
MIN_b112_029,bgm,「ややや、やだなぁアトリちゃん。私そんないいものじゃないよぉ……」
MIN_b112_030,bgm,「ええっ、アトリちゃんも！？」
MIN_b112_031,bgm,「ちがうんだぁ……シュン」
MIN_b112_032,bgm,「どーぞ、めしあがれ。アトリちゃんもよかったらどうぞ」
MIN_b112_033,bgm,「出すんだ！」
MIN_b112_034,bg,「リュウちゃんの事、ごめんね」
MIN_b112_035,bg,「リュウちゃん、口が悪いから誤解されちゃうんだけど、ほんとはいい人なんだよ」
MIN_b112_036,bg,「……私たちが勉強するのって、意味ないのかな。学校に行く必要なんかないのかな」
MIN_b112_037,bg,「実はね、今日学校で話せなかったんだけど……うちの学校、もうすぐ廃校になるかもしれないの」
MIN_b112_038,bg,「全然驚かないんだね」
MIN_b112_039,bg,「生徒はもっといるの。みんな意味ないからってこないだけで」
MIN_b112_040,bg,「無理もないよね。先生が本土に帰っちゃって一人もいないし……このままじゃほんとに学校がなくなっちゃう」
MIN_b112_041,bg,「え？　う、うん、そうだよ。えへへ、美味しいって言われちゃった」
MIN_b112_042,bg,「その玉子焼きね、塩かお砂糖か迷ったんだ～。ナツくん、甘いのとしょっぱいの、どっちが好きだろうって」
MIN_b112_043,bg,「私はナツくん男の子だし、きっとしょっぱいのが好きだって言ったんだけど……」
MIN_b112_044,bg,「お母さんがね、ナツくんああ見えて甘えんぼさんだから、きっと甘い方が好きだって」
MIN_b112_045,bg,「お母さんの言う通りだったね」
MIN_b112_046,bg,「えへへ、やったね」
MIN_b112_047,bgm,「はえっ！？な、なんで急に……？」
MIN_b112_048,bgm,「え……？」
MIN_b112_049,bgm,「あっ、そうだった！」
MIN_b112_050,bg,「……」
MIN_b112_051,bg,「……玉子焼き、ほんとは美味しくなかった？」
MIN_b112_052,bg,「ほんと？わかった、言っておくね！」
MIN_b112_053,bg,「難しいから今日はやらなかったんだけどぉ、おダシを入れるやり方もあってね……」
MIN_b112_054,bg,「？　ああっ」
MIN_b112_055,bg,「もぉ～～、ナツくん～～」
MIN_b112_056,bg,「うん……そうなんだけど……」
MIN_b112_057,bg,「……よその地区の学校に転校になると思う」
MIN_b112_058,bg,「でもたぶん、下の子らは学校に通えなくなるかな。家の事情とかあるし……」
MIN_b112_059,bg,「私も……家からじゃ通えないから、たぶん……」
MIN_b112_060,bg,「小学校も中学校も、もう一つあった高校も、全部沈んじゃった」
MIN_b112_061,bg,「リュウちゃんもね、それであんなに苛ついてるんだ。リュウちゃんは町の子供たちのリーダーだから」
MIN_b112_062,bg,「そんな事ないよ。だってナツくん言ってたよね、沢山勉強して地球を救うんだって」
MIN_b112_063,bg,「覚えてるよ。そう言ってナツくん、どこかにいなくなっちゃったんだもん」
MIN_b112_064,bg,「だから私も頑張って勉強しようって……」
MIN_b112_065,bg,「そんなぁ～」
MIN_b112_066,bg,「ほんと？」
MIN_b112_067,bg,「ぅぅ……やっぱりナツくんだぁ～」
MIN_b112_068,bg,「だって……ひっく、えぐっ……先生いなくなっちゃってから、ずっと一人で悩んでて、すっごく辛かったのぉぉ」
MIN_b112_069,bg,「そしたらナツくん帰ってきてくれて、きっとどうにかしてくれるって……」
MIN_b112_070,bg,「うん……うん……それでいい」
MIN_b112_071,bg,「うん、よがっだよぉアトリちゃん」
MIN_b112_072,bgm,「ふふふ♪」
MIN_b112_073,bgm,「ナツくん、昔に戻ったみたい。帰ってきてからずっと元気なかったもん」
MIN_b112_074,bgm,「きっと、アトリちゃんのおかげだね」
MIN_b112_075,bg,（……ナツくん気難しいけどいい人だから、よろしくねアトリちゃん）
MIN_b112_076,bgm,「それじゃ、そろそろ帰るね。遅くなるとお母さん心配するから」
MIN_b112_077,bgm,「？　へーきだよ。町に悪い人なんていないし」
MIN_b112_078,bgm,「あ、そうそう。頼まれてたやつ。はい、これ」
MIN_b112_079,bgm,「ちゃんとアトリちゃんに似合いそうなやつ持ってきたから」
MIN_b112_080,bgm,「ううん。じゃあまた明日、学校でね」
MIN_b112_081,bgm,「ふふ、ナツくんが町に帰ってきてくれてよかった。アトリちゃんとも仲良しになってたし」
MIN_b112_082,bgm,「？」
MIN_b112_083,bgm,「なんだネコか」
MIN_b113_001,bgm,「あ、ナツくん。おはよう。アトリちゃんもおはよう」
MIN_b113_002,bgm,「ナツくんが？」
MIN_b113_003,bgm,「ふふ、今日も来てくれた」
MIN_b113_004,bgm,「ナツくんが？もぉ～、そんなわけないじゃない」
MIN_b113_005,bgm,「バカな事言ってないで、教室に入りなさい。ホームルーム始めるわよ」
MIN_b113_006,bgm,「今日は授業の前に学級会をします」
MIN_b113_007,bgm,「テーマは“廃校問題について”」
MIN_b113_008,bgm,「みんなもう知ってると思うけど、うちの学校はこのままだと廃校になってしまいます」
MIN_b113_009,bgm,「理由は生徒が少なくて、新しい先生が来てくれないからです」
MIN_b113_010,bgm,「みんな、どうしたらいいと思う？」
MIN_b113_011,bgm,「はい、凜々花」
MIN_b113_012,bgm,「商店街にある駄菓子屋のおじさんだよ。物知りで話が面白いの」
MIN_b113_013,bgm,「そうだよね……物知りなおじさんってだけじゃ、先生にはなれないもんね」
MIN_b113_014,bgm,「やっぱり私がいっぱい勉強して、教員免許を取るしかないね」
MIN_b113_015,bgm,「……ダメかぁ～」
MIN_b113_016,bgm,「アトリちゃんは何かない？」
MIN_b113_017,bgm,「終わりまでの間をどう過ごすか……」
MIN_b113_018,bg,「そ……そうだね。そうしよっか」
MIN_b113_019,bg,「じゃあ、休み時間にしまーす。１０分したら授業を始めるからね」
MIN_b113_020,bgm,「はーい、授業を始めるわよー。遅刻した子は掃除当番だよー」
MIN_b113_021,bgm,「ギリギリセーフ♪さ、早く席について」
MIN_b113_022,bgm,「では、今日は理科の授業です。特別講師の先生をお呼びしています」
MIN_b113_023,bgm,「ナツくんでーーす」
MIN_b113_024,bgm,「では、よろしくお願いします先生」
MIN_b113_025,bgm,「発電機？？そんなの作れるの？」
MIN_b113_026,bgm,「へぇ～」
MIN_b113_027,bgm,「なんだか楽しそう♪」
MIN_b113_028,bgm,「満ち潮になると、海水が流れ込んでくるの。初等部の子らの遊び場だね。危ないからダメって言ってるんだけど……」
MIN_b113_029,bgm,「昔は校舎いっぱいになるくらい生徒がいたんだって」
MIN_b113_030,bgm,「こらー、廊下は走っちゃダメでしょー。転ぶわよー」
MIN_b113_031,bgm,「なにをー……きゃっ」
MIN_b113_032,bgm,「あ……危なかった。ありがとう、ナツくん」
MIN_b113_033,bgm,「えへへ、そそっかしくてごめんなさい」
MIN_b113_034,bgm,「えっ、や……」
MIN_b113_035,bgm,「へっ、う、うんそうかも。こほっ、こほっ」
MIN_b113_036,bgm,「ひゃっ、な、ナツくんっ」
MIN_b113_037,bgm,「だ、大丈夫だよぉ……」
MIN_b113_038,bgm,（ナツくん優しいぃぃ）
MIN_b113_039,bgm,「凜々花は何を見付けてきたの？」
MIN_b113_040,bgm,「そんなのどこで拾ってきたの？」
MIN_b113_041,bgm,「ハイ！」
MIN_b113_042,bgm,「前に授業で習ったわ。うんとねぇ……」
MIN_b113_043,bgm,「コイルの近くで磁石を動かすと電気が生まれます。これを電磁誘導と言います」
MIN_b113_044,bgm,「えへへ、イェイ」
MIN_b113_045,bgm,「ねぇ、リュウちゃんもやろうよ。得意でしょ、こういうの」
MIN_b113_046,bgm,「あ、そっか。リュウちゃん、本職だもんね」
MIN_b114_001,bgm,「あれ、アトリちゃん、ナツくんは？」
MIN_b114_002,bgm,「一緒に行かないの？」
MIN_b114_003,bgm,「下で何してるの？」
MIN_b114_004,bgm,「……設計図？」
MIN_b114_005,bgm,「ふぅん」
MIN_b114_006,bg,「今日の授業はここまでだよー。ナツくん、ずっと寝てたね」
MIN_b114_007,bg,「ううん、いいよ全然」
MIN_b114_008,bgm,「？　さっきまで机で寝てたのに」
MIN_b114_009,bgm,「え、決闘？？」
MIN_b114_010,bgm,「あっ、アトリちゃんっ！？」
MIN_b114_011,bg,「ケンカしちゃダメーー！」
MIN_b114_012,bgm,「ふふ、いい子でしょ」
MIN_b114_013,bgm,「素敵でしょう」
MIN_b114_014,bgm,「だって心配なんだもん。また決闘しそうで」
MIN_b114_015,bgm,「なぁに、それ」
MIN_b114_016,bgm,「む……難しそう」
MIN_b114_017,bgm,「リュウちゃんちは、今は工場をやってないの。海面上昇で水没しちゃって……」
MIN_b121_001,bgm,「みんなー、落ちたら危ないから、走り回ったりしちゃダメだよ」
MIN_b121_002,bgm,「ダーメ。来たばかりでしょ」
MIN_b121_003,bgm,「了解だよ。いこ、アトリちゃん」
MIN_b121_004,bg,「準備できたよー」
MIN_b121_005,bg,「私が中学の頃のやつ。サイズぴったりだった♪」
MIN_b121_006,bgm,「よかったねアトリちゃん」
MIN_b121_007,bgm,「へ？　私は、その……」
MIN_b121_008,bgm,「ええっ、そんなに大胆かなぁ？？」
MIN_b121_009,bgm,「アトリちゃんまで変な事言わないでよぉ。ねぇ、ナツくん」
MIN_b121_010,bgm,「え、えへへ……ナツくんに褒めてもらえた」
MIN_b121_011,bgm,「あるよぉ」
MIN_b121_012,bgm,「“なんでおまえまで水着に着替えてるんだ意味ないだろ”って目してたもん」
MIN_b121_013,bgm,「この間みたいにナツくんが海に落ちた時、すぐ助けにいけるようにだよ」
MIN_b121_014,bgm,「……」
MIN_b121_015,bgm,「ぅぅ……」
MIN_b121_016,bgm,「うー……はい」
MIN_b121_017,bgm,「わかった、任せて」
MIN_b121_018,bg,『はーい、聞こえてるよー』
MIN_b121_019,bg,『ちょっと凜々花、あっち行ってなさい』
MIN_b121_020,bg,「うん、わかった」
MIN_b121_021,bg,『了解だよ』
MIN_b121_022,bgm,「おかえり、アトリちゃん」
MIN_b121_023,bgm,「美味しそうだねぇ……じゅるり」
MIN_b121_024,bgm,「茹であがったよ～～～」
MIN_b121_025,bgm,「はいはい、沢山あるからね」
MIN_b121_026,bg,「ほんとだねぇ」
MIN_b121_027,bgm,「文化祭みたい」
MIN_b121_028,bgm,「クラスで出し物をしたりするの。演劇とか、歌を歌ったりとか、あと喫茶店やお化け屋敷をやったり」
MIN_b121_029,bgm,「準備のためにね、みんなで遅くまで学校に残ったりするの」
MIN_b121_030,bgm,「みんなが学校に帰ってきて、またやれるようになるといいね、文化祭」
MIN_b122_001,bg,「……うとうと」
MIN_b122_002,bg,「は、はいっ」
MIN_b122_003,bg,「な、なんでしょうか先生」
MIN_b122_004,bg,「えっと……火力発電？あと水力……風力……地熱発電……」
MIN_b122_005,bgm,「それだけ聞くと、なんとなく簡単そうだけど……」
MIN_b122_006,bgm,「……うん。なんだか長くなりそうだしね」
MIN_b122_007,bg,「んしょ、んしょ……」
MIN_b122_008,bg,「こーら、これも授業だよ。静かにしなさい！」
MIN_b122_009,bgm,「あ、待って待って」
MIN_b122_010,bgm,「あのね、ナツくんが下で作業してる間に、これ用意したの」
MIN_b122_011,bgm,「みんな、お腹空くだろうと思って」
MIN_b122_012,bgm,「はい、アトリちゃんの分」
MIN_b122_013,bgm,「ふふ、沢山用意したからね」
MIN_b122_014,bgm,「？　どうしたのナツくん。口に合わなかった？」
MIN_b122_015,bgm,「ふふふ、青春だねー。ほんとに文化祭の準備してるみたい」
MIN_b122_016,bgm,「ナツくんがいた学校でも文化祭あったの？」
MIN_b122_017,bgm,「どんな勉強してたの？」
MIN_b122_018,bgm,「ロボット工学……」
MIN_b122_019,bg,「ドキッ……わ、私かな」
MIN_b122_020,bg,「……」
MIN_b122_021,bg2,「よく一緒に遊んだよねー。お婆ちゃんの船に乗せてもらったりして」
MIN_b122_022,bg2,「うーん……暗い子だったかなぁ。話しかけてもいつもむすっとしてて」
MIN_b122_023,bg2,「でもね、物知り博士で、一緒に遊んでると色んな事を教えてくれたんだー」
MIN_b122_024,bg2,「でも、この町で過ごしてるうちに、だんだん笑うようになっていったよね」
MIN_b122_025,bg,「ひどい……」
MIN_b122_026,bg2,「そうだったんだ……」
MIN_b122_027,bg2,「わ、私がいたから……」
MIN_b122_028,bg2,「……じゃないよねっ、ごめんなさい調子に乗りましたっ」
MIN_b122_029,bg2,「そうなんだ、えへへ……」
MIN_b122_030,bg,「えっ、そうなの？」
MIN_b122_031,bg2,「どうだろう……」
MIN_b122_032,bg2,「ダメだよそんなのっ。ねえ、アトリちゃん」
MIN_b122_033,bg,「いけない、暗くなる前に子供たちを帰さないと」
MIN_b123_001,bg,「うぅ……今月のお小遣いが消えていく」
MIN_b123_002,bg,「どうしたの凜々花？」
MIN_b123_003,bg,「？　さっき見に行ったけどいなかったよ。凜々花、どこ行ったか知らない？」
MIN_b123_004,bgm,「は、はいっ」
MIN_b123_005,bg,「ごめんなさい……」
MIN_b123_006,bg,「え、凜々花？どうして凜々花がごめんなさいするの？」
MIN_b123_007,bgm,「学校の前で酔って倒れてたから連れてきて……」
MIN_b123_008,bgm,「ダメっていうか……」
MIN_b123_009,bgm,「夜になっちゃうね」
MIN_b123_010,bgm,「そうだよぉ、ナツくんも好きなくせに」
MIN_b123_011,bgm,「それじゃ、教室に戻って授業するよ。発電機造りで遅れちゃった分、取り戻さないと」
MIN_b123_012,bgm,「ダーメ。ほら、いくわよ」
MIN_b123_013,bg,「誰がスイッチ押す？」
MIN_b123_014,bgm,「グスン……明るい。すっごく明るいよ、ナツくん……」
MIN_b123_015,bgm,「だって……夜がこんなに明るいのって、町が海に沈んで以来なんだよ？」
MIN_b123_016,bgm,「……町はもうダメなんだって思ってたの。人もどんどんいなくなって、学校も廃校になって……」
MIN_b123_017,bgm,「大人たちもみんな諦めてて、学校の事も真剣には考えてくれなくて……」
MIN_b123_018,bgm,「ありがとうナツくん……グスン。ナツくんが帰ってきてくれてよかった」
MIN_b123_019,bg,「うんでも、ほら……こんなに明るい」
MIN_b123_020,bgm,「ダメだよ、そういう不良みたいな事しちゃ」
MIN_b123_021,bgm,「寝る時間までならいいわよ」
MIN_b123_022,bgm,「毎晩徹夜して、設計図描いてくれてたもんね」
MIN_b123_023,bgm,「うん、そうしなよ」
MIN_b123_024,bgm,「おやすみ、ナツくん」
MIN_b123_025,bgm,「誰だろう」
MIN_b123_026,bg2,「花子さんですよね」
MIN_b124_001,bg,「仲良しだねー」
MIN_b124_002,bg,「起立。礼。おはようございまーす」
MIN_b201_001,bg,「ごめん、私もわかんないや」
MIN_b201_002,bg,「なによー、悪かったわね」
MIN_b201_003,bg,「町にはまだ子供がいるから、噂が広まれば、もっと増えるかも」
MIN_b201_004,bg,「私、部活動を始めようと思うの！」
MIN_b201_005,bgm,「そう。中学の頃はしてたんだよ。生徒も増えたし、またやりたいなって」
MIN_b201_006,bgm,「料理部を結成するよ。私が部長さんで、アトリちゃんが平部員」
MIN_b201_007,bgm,「水菜萌部長……いい響き」
MIN_b201_008,bgm,「アトリちゃんね、ナツくんに美味しいご飯を作ってあげたいんだって」
MIN_b201_009,bg,「ナツくん、女の子にモテたいの？」
MIN_b201_010,bg,「だよねー、ナツくんはリュウちゃんとはちがうんだからね」
MIN_b201_011,bg,「ッ……わ、私はそういうんじゃ……あぅあぅ」
MIN_b201_012,bgm,「うん、わかった」
MIN_b201_013,bgm,「あ、リュウちゃん、ナツくん。凜々花もおかえりなさい」
MIN_b201_014,bg,「アトリちゃん、一生懸命お料理の練習してたんだよ。……びっくりするくらい、へたっぴだったけど」
MIN_b201_015,bg,「あ、それならっ」
MIN_b201_016,bg,「……私が作ったのでよければ、食べて」
MIN_b201_017,bg,「？」
MIN_b201_018,bgm,「凜々花の分もあるわよ」
MIN_b201_019,bgm,「わぁ……でっかいスイカ。どうしたの？」
MIN_b201_020,bg,「ふふ、待ってね。今切り分けるから」
MIN_b202_001,bgm,「おはようナツくん」
MIN_b202_002,bgm,「ほんと？」
MIN_b202_003,bgm,「ナツくんさえよければ、また作るね。なにせ私、料理部部長だし♪」
MIN_b202_004,bgm,「遠慮しなくていいんだよー。いっぱい苦労してきたナツくんのために、少しでも力になれたらなって」
MIN_b202_005,bgm,「なにかね、アトリ部員」
MIN_b202_006,bgm,「よろしい。この部長さんが指導してあげよう」
MIN_b202_007,bg,「……」
MIN_b203_001,bg,「ナツくんが最近ヘン？」
MIN_b203_002,bgm,「こ、これは……」
MIN_b203_003,bgm,「恋愛相談だね！」
MIN_b203_004,bgm,「恋愛相談だよね！」
MIN_b203_005,bgm,「でもよく言い合いっこしてるよね」
MIN_b203_006,bgm,「そういう時、すごく仲良しだなーいいなーって思うよ」
MIN_b203_007,bgm,「うん。だってナツくん、私にはあんな風に言ってくれないもん」
MIN_b203_008,bgm,「あはは……ナツくん、子供相手でも容赦ないから」
MIN_b203_009,bgm,「うん、そうなんだと思う。けど、大切にされたくない時だってあるんだよ。女の子はさ」
MIN_b203_010,bgm,「そういや昨日、リュウちゃんとコソコソ何か話してたような」
MIN_b203_011,bgm,「ふふ、そうだね」
MIN_b203_012,bgm,「なんだかアトリちゃん、可愛いなぁって」
MIN_b203_013,bgm,「ナツくんはアトリちゃんを嫌ったりはしてないよ。むしろ逆だと思うなぁ。前より仲良しになったんだよ」
MIN_b203_014,bgm,「えっ、抱っこ？」
MIN_b203_015,bgm,「待って待って。ナツくん、そんな風にして寝てるの……？」
MIN_b203_016,bgm,「……ナツくん、どん引きだよぉ。アトリちゃんにそんな事をさせてたなんて……」
MIN_b203_017,bgm,「……」
MIN_b203_018,bgm,「……でもちょっと羨ましい」
MIN_b203_019,bgm,「どうしてしなくなったか、心当たりとかはあるのかな？」
MIN_b203_020,bgm,「え……」
MIN_b203_021,bgm,「……さらなるどん引きだよ。リュウちゃんもナツくんも何してるの！」
MIN_b203_022,bgm,「――――」
MIN_b203_023,bgm,「はは……ははは……知ってたよ。どうせナツくんは私なんか眼中にないって……」
MIN_b203_024,bgm,「でもそっかー……年上好きなんだー……花子先生と仲良しだもんねー……」
MIN_b203_025,bgm,「あ、それって、前に話してた人だ」
MIN_b203_026,bgm,「そんな事ないと思うけど……」
MIN_b203_027,bgm,「アトリちゃんはナツくんをどう思ってるの？」
MIN_b203_028,bgm,「だから……好きなのかな？」
MIN_b203_029,bgm,「うーん、そういうんじゃなくて。恋してるのかなって……」
MIN_b203_030,bgm,「そうなの……？」
MIN_b203_031,bgm,「？」
MIN_b203_032,bgm,「見て、ナツくん！　ピアノだよー」
MIN_b203_033,bgm,「それなら、新しく音楽室を作るといいかも。空いてる教室、沢山あるし」
MIN_b203_034,bgm,「リュウちゃん、楽器弾けるもんね」
MIN_b203_035,bgm,「いいなぁ……。初等部の音楽の授業に私も混ぜてもらえないかなぁ」
MIN_b203_036,bg,「聴きたい聴きたいっ！」
MIN_b203_037,bg,「わぁ～」
MIN_b203_038,bgm,「綺麗な曲……」
MIN_b203_039,bgm,「すごくいい曲だった～～！」
MIN_b204_001,bg,「？　上の方から歓声が……」
MIN_b204_002,bgm,「うんと……彼氏ができちゃう子……って事じゃないかな」
MIN_b204_003,bgm,「はわわ……すごいすごいっ」
MIN_b204_004,bgm,「えっと…………しないんじゃないかなぁ」
MIN_b204_005,bgm,「それはね、二つの“好き”が違ってるからだよ」
MIN_b204_006,bg,「照れちゃうね」
MIN_b204_007,bgm,「アトリちゃんはナツくんの事どう思ってるの？」
MIN_b204_008,bgm,「一緒にいたい？」
MIN_b204_009,bgm,「じゃあ、一緒にいられない時とか……それか一緒にいる時もだけど……」
MIN_b204_010,bgm,「切なくなっちゃったりとか……そういう事ってある？」
MIN_b204_011,bgm,「それじゃダメだよ」
MIN_b204_012,bgm,「きっとナツくんに伝わらないと思う。気持ちって言葉にするのが難しいから」
MIN_b204_013,bgm,「もぉ、からかわないでよ……」
MIN_b204_014,bgm,「えっと……花子先生が、男子には絶対言っちゃダメって」
MIN_b204_015,bgm,「ある意味そうかも」
MIN_b204_016,bgm,「はぅぅ……ちょっと照れちゃうね」
MIN_b206_001,bg,「ダーメ。準備体操してからじゃないと、心臓がびっくりしちゃうからね」
MIN_b206_002,bg,「そ、そうかなぁ……」
MIN_b206_003,bg,「え、でも……ナツくんにはアトリちゃんがいるし……」
MIN_b206_004,bg,「さぁ……いつも仲良しだから、わかんないね」
MIN_b206_005,bg,「えっ、えっ」
MIN_b206_006,bg,「……えいっ」
MIN_b206_007,bg,「はぅぅ……」
MIN_b206_008,bg,「ナツくん、難しくないよ。私が教えてあげる」
MIN_b206_009,bg,「ナツくんの力になれるのが嬉しいんだよ」
MIN_b206_010,bg,「まずは水に顔を浸けてみよっか」
MIN_b206_011,bg,「じゃあ、顔を浸けたまま足を離して浮かんでみよう」
MIN_b206_012,bg,「うんうん、上手だよナツくん」
MIN_b206_013,bgm,「う、うん……そうだね」
MIN_b206_014,bgm,「あぅあぅ……」
MIN_b206_015,bgm,「ううん、平気だよ……」
MIN_b206_016,bgm,「はわわっ」
MIN_b206_017,bgm,「ううん、ナツくんこそ大丈夫？慌てなくていいから」
MIN_b206_018,bgm,「ええっ」
MIN_b206_019,bg,「大丈夫、ナツくん？」
MIN_b206_020,bgm,「……」
MIN_b206_021,bgm,「もしかしてアトリちゃんとナツくん……」
MIN_b206_022,bgm,「そうなんだ、おめでとう」
MIN_b206_023,bgm,「ごめんねアトリちゃん、そうとは知らなかったから……」
MIN_b206_024,bg,「ふふ、そうだね」
MIN_b206_025,bgm,「告白、成功したんだね」
MIN_b206_026,bgm,「指南書というか、少女マンガだね。うふふ、役に立ったんだー」
MIN_b206_027,bgm,「憧れちゃうよねー。いいなぁ、私もマンガみたいな恋愛してみたい」
MIN_b206_028,bgm,「今日のアトリちゃんにはびっくりしちゃったよ。焼き餅妬いてるの、ナツくんには悪いけど可愛かった」
MIN_b206_029,bgm,「じゃあ次は、新しい料理を覚えて、ナツくんを喜ばせてあげないとね」
MIN_b206_030,bgm,「？」
MIN_b206_031,bgm,「私？　うーん、アトリちゃんが幸せそうに笑ってくれてれば、それでいいかなぁ」
MIN_b206_032,bgm,「どうだろう？よく控え目な性格だねって言われるけど」
MIN_b206_033,bgm,「えっ……」
MIN_b206_034,bgm,「あー、いや……どうかなぁ……」
MIN_b206_035,bgm,「……」
MIN_b206_036,bgm,「ううん、私こそ変な感じになっちゃってごめんね」
MIN_b206_037,bgm,「私の事は気にしないで。アトリちゃんは自分の幸せのために頑張ればいいんだからね」
MIN_b206_038,bgm,「よし、じゃあこれ作っちゃお」
MIN_b206_039,bgm,「ふふ、今日の夕飯楽しみにしててね、ナツくん」
MIN_b206_040,bgm,「バイバイ、ナツくん、アトリちゃん」
MIN_b207_001,bg,「私も飛ぶと思う。……難しい事はよくわかんないけど！」
MIN_b207_002,bgm,「あ、おはようアトリちゃん、ナツくん」
MIN_b207_003,bg,「凜々花がね、ここからでも見えるはずだっていうの」
MIN_b207_004,bg,「花子先生、おはようございます」
MIN_b207_005,bg,「でも、ナツくんのお父さんって……」
MIN_b302_001,bg,「私はちょっとやりたいな……」
MIN_b302_001a,大家,「もうすぐ夏休みです。が、その前に期末テストをします」
MIN_b302_002,bg,「うんでも、なんか学校っぽいから……」
MIN_b302_003,bgm,「アトリちゃん、テストだって」
MIN_b302_004,bgm,「うん、頑張ろう」
MIN_b302_005,bgm,「ナツくん、私も解らないところがあるの……」
MIN_b302_006,bg,「うん、そうだよ。おめでとうナツくん」
MIN_b302_007,bgm,「そうなると、寂しくなるね」
MIN_b302_008,bg,「はうぅ～……難しかったぁ」
MIN_b302_009,bgm,「アトリちゃんはどうだった？」
MIN_b302_010,bgm,「おおー、さすが」
MIN_b302_011,bgm,「お料理も沢山覚えたしね」
MIN_b302_012,bgm,「リュウちゃんたち、どこか行くの？」
MIN_b302_013,bgm,「危ないって……何をするの？リュウちゃんたちだけで大丈夫なの？」
MIN_b302_014,bgm,「ナツくーん」
MIN_b302_015,bg,「はいこれ、お弁当。お母さんが持ってってあげなさいって」
MIN_b302_016,bgm,「花子先生」
MIN_b302_017,bgm,「何かあったんですか？」
MIN_b302_018,bgm,「アトリちゃん？　普通でしたよ。ねぇ、凜々花」
MIN_b302_019,bgm,「そう？　いつも通りじゃなかった？」
MIN_b401_001,bgm,「あ、ナツくん」
MIN_b401_002,bgm,「うん。終わって後片付けして、おしゃべりしてたら遅くなっちゃった」
MIN_b401_003,bgm,「？　アトリちゃん来てないよ」
MIN_b401_004,bgm,「今日、アトリちゃん来てないよね？」
MIN_b401_005,bgm,「花子先生が、ナツくんの答案だけまだ返せてないって言ってたよ」
MIN_b401_006,bgm,「じゃあね、バイバイ」
MIN_b402_001,bgm,「ナツくん、忙しいみたい。リュウちゃんとうちのお父さんと何かお仕事してるんだって」
MIN_b402_002,bgm,「アトリちゃんもお手伝いしてるんじゃないかな」
MIN_b402_003,bgm,「ふふ、最初の頃は心配だったけど、今はすっかり仲良しさんだねぇ」
MIN_b402_004,bgm,「え、なに？？」
MIN_b402_005,bgm,「そ、そうかなぁ。ナツくんは有望だと思うけど、うちのお父さんは別に……」
MIN_b402_006,bgm,「きゅ、急になんの話かなぁっ。私は別にナツくんの事……」
MIN_b402_007,bgm,「……いいもん別に」
MIN_b402_008,bg,「こんにちは、花子先生」
MIN_b402_009,bg,「……ほんとだね」
MIN_b402_010,bg,「さっきまでそこで遊んでましたけど」
MIN_b402_011,bg,「どうしてですか？」
MIN_b402_012,bg,「うん……」
MIN_b402_013,bg,「花子先生、どうかしたんですか？」
MIN_b402_014,bg,「は、はいっ」
MIN_b402_015,bg,「……先生」
MIN_b402_016,bg,「えっ、ダメだよ危ないよ……」
MIN_b402_017,bg,「さぁ……」
MIN_b402_018,bg,「ほんとだ」
MIN_b402_019,bg,「アトリちゃん、来ちゃダメーーーーーーーー！！！！」
MIN_b402_020,bg,「あぐっ！！？」
MIN_b403_001,bg,「アトリちゃん、来ちゃダメーーーーーーーー！！！！」
MIN_b403_002,bg,「……アトリちゃん……」
MIN_b403_003,bg,「花子先生ッ！！」
MIN_b403_004,bgm,「アトリちゃんは、あなたを助けました。とてもいい子なんです、もう許してあげてください」
MIN_b403_005,bgm,「そんな事ないと思います。アトリちゃんは優しい子です」
MIN_b403_006,bgm,「そんなに大切なロボットを、あなたが壊そうとしてるじゃないですか」
MIN_b403_007,bgm,「やめてっ！！」
MIN_b403_008,bgm,「花子先生をお願い」
MIN_b403_009,bgm,「もうやめてくださいっ」
MIN_b403_010,bg,「もうやめてくださいっ」
MIN_b403_011,bg2,「アトリちゃんが死んじゃうっ」
MIN_b403_012,bg2,「どうしてこんなひどい事するんですか」
